시군명,상호명,업종명(종목명),소재지지번주소,우편번호,위도,경도,사업자등록번호,업종코드,가맹점번호,휴폐업상태,현대카드_가맹여부,현대카드_가맹여부_재검토
용인시,CU 수지동천점,(편의점/편의점),경기도 용인시 수지구 동천동 180-5번지,16825,37.34164738,127.1013958,4501401671,5202,908311237,계속사업자,X,O
용인시,CU 수지대진점,(편의점/편의점),경기도 용인시 수지구 상현동 108-1번지 대진아파트,16859,37.30866958,127.0765857,5552002016,5202,910440669,계속사업자,X,O
용인시,CU 상현중앙점,(편의점/편의점),경기도 용인시 수지구 상현동 254-1번지,16930,37.30714857,127.084877,4860602408,5202,909774458,계속사업자,X,O
용인시,CU 동천현대점,(편의점/편의점),경기도 용인시 수지구 동천동 325-478번지,16823,37.33790245,127.0974983,2180572681,5202,920742476,계속사업자,X,O
용인시,CU 동천현대점,(편의점/편의점),경기도 용인시 수지구 동천동 325-478번지,16823,37.33790245,127.0974983,2832701654,5202,915145511,,X,O
용인시,CU 동천더샵이스트포레점,(편의점/편의점),경기도 용인시 수지구 동천동 산151-2번지 더샵동천이스트포레,16821,37.33201948,127.0931273,8213700849,5202,907830211,계속사업자,X,O
용인시,CU 광교우미뉴브점,(편의점/편의점),경기도 용인시 수지구 상현동 1220번지,16942,37.30030383,127.0713407,5071002696,5202,922411963,계속사업자,X,O
용인시,CU 광교상현역점,(편의점/편의점),경기도 용인시 수지구 상현동 1132-3번지,16943,37.29712674,127.0701853,4465300750,5202,913174810,계속사업자,X,O
용인시,CU 광교산힐스점,(편의점/편의점),경기도 용인시 수지구 신봉동 1025번지 힐스테이트광교산,16812,37.33352981,127.0690862,2094501062,5202,912343432,계속사업자,X,O
용인시,CU 광교드림타워점,(편의점/편의점),경기도 용인시 수지구 상현동 1117-7번지,16944,37.296959,127.0686743,1041052060,5202,903778950,계속사업자,X,O
용인시,CU 고기유원지점,(편의점/편의점),경기도 용인시 수지구 고기동 235-2번지,16800,37.35788399,127.0494118,8293300753,5202,903416387,계속사업자,X,O
용인시,CU 죽전고점,(편의점/편의점),경기도 용인시 수지구 죽전동 858-6번지 한솔노블빌리지,16867,37.33101322,127.1047368,1016100395,5202,996527263,,X,X
용인시,CU 광교우미뉴브점,(편의점/편의점),경기도 용인시 수지구 상현동 1220번지,16942,37.30030383,127.0713407,3675100579,5202,901440231,폐업자,X,O
용인시,비지에프리테일(씨유죽전현암점),(편의점/편의점),경기도 용인시 수지구 죽전동 1219-2번지,16881,37.33004619,127.1232992,8714500039,5202,8106407054,계속사업자,X,X
용인시,비지에프리테일(씨유수지여진점),(편의점/편의점),경기도 용인시 수지구 죽전동 1279번지 도담마을,16874,37.32424548,127.1134294,1293390719,5202,8106045997,계속사업자,X,
용인시,비지에프리테일(씨유수지신봉로점),(편의점/편의점),경기도 용인시 수지구 신봉동 955-2번지,16811,37.32907731,127.0691793,3773700022,5202,8106358308,,X,
