id,name,category,add,latitude,longitude,num,cate_num,현대카드_가맹여부
1,오후2시스튜디오,사진관.현상소/사진관.현상소,경기도 용인시 수지구 신봉동 593-2번지,37.33202905,127.0556957,3121745631,8113,가맹
2,효티네일(HYO TI NAIL),피부.체형미관리/피부.체형미관리,경기도 용인시 수지구 죽전동 474번지 동남아트빌라3차,37.32725033,127.1144186,4950502555,1701,비가맹
3,샤인스킨,화장품/화장품,경기도 용인시 수지구 상현동 1117번지,37.29851993,127.0690942,6790300388,1501,비가맹
4,라보빈,침구및수예품/침구및수예품,경기도 용인시 수지구 신봉동 639번지,37.33355933,127.0527517,7623000099,1202,비가맹
5,프로쇼파 천갈이,기타수리.수선전문/기타수리.수선전문,경기도 용인시 수지구 풍덕천동 682-6번지,37.33141596,127.1011903,1420951219,3504,비가맹
6,미노스타일,기타가정.주방용품/기타가정.주방용품,경기도 용인시 수지구 신봉동 639번지,37.33355933,127.0527517,2324200397,3302,가맹
7,제이에이치허특허법률사무소,법무전문서비스/법무전문서비스,경기도 용인시 수지구 성복동 471-4번지 몽펠리에힐포레,37.31564008,127.0600469,1101453422,9502,비가맹
8,까르르빈티지샵,일반의류/일반의류,경기도 용인시 수지구 신봉동 639번지,37.33355933,127.0527517,6123206884,1106,비가맹
9,성복세차장,세차장/세차장,경기도 용인시 수지구 수지로112번길 29 (성복동),,,1420412924,6702,가맹
10,탄탄창의수학리드앤톡영어학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 신봉동 50-2번지,37.32310353,127.0798795,3069519418,7201,비가맹
11,세일 앤 리퍼브,(기타식음료품/기타식음료품),경기도 용인시 수지구 죽전동 1189-1번지,37.33196069,127.1244184,3370601451,2105,비가맹
12,씨유(CU) 수지금호점,(편의점/편의점),경기도 용인시 수지구 상현동 867번지,37.3069206,127.0765052,2941701863,5202,가맹
13,GS25수지이편한점,(편의점/편의점),경기도 용인시 수지구 풍덕천동 1209번지 e편한세상수지,37.31670021,127.0840006,4401000605,5202,비가맹
14,99텔레콤,(통신기기/통신기기),경기도 용인시 수지구 성복동 381-2번지,37.32011164,127.0626618,2041739347,3202,비가맹
15,리안영어학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 동천동 873-3번지,37.3359679,127.0932302,1869000251,7201,비가맹
16,온헤어샵,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 동천동 145번지,37.34544225,127.0934613,5205300849,1602,비가맹
17,오브제헤어갤러리,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 상현동 864번지 만현마을성원상떼빌아파트,37.30925305,127.0912752,1420330809,1602,비가맹
18,디마리아(de Maria),(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 죽전동 1189-3번지,37.33198094,127.1251182,4171305751,1602,비가맹
19,살롱(Salon) 아띠 친구,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 동천동 121-3번지,37.34539509,127.0928519,8653200918,1602,비가맹
20,청담에스테틱,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 상현동 1131번지,37.29838789,127.0699637,6574301044,1701,비가맹
21,주주스킨앤바디,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 풍덕천동 1080-20번지,37.32197902,127.0960483,3862800136,1701,비가맹
22,봉구스밥버거 광교점,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 1132번지,37.29820056,127.0705064,1074183891,2301,비가맹
23,꼬르륵,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 1167번지 진산마을삼성래미안5차아파트,37.31613195,127.0942738,5970302783,2301,비가맹
24,베트남쌀국수 포느황,(일반음식점/일반음식점),경기도 용인시 수지구 성복동 33-5번지,37.31071617,127.0817766,2577500322,2301,비가맹
25,릴리레스토,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 715번지,37.32498447,127.0971722,5345600494,2301,비가맹
26,콜라겐 가든,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 1132-4번지,37.29657629,127.0700192,4928701024,2301,비가맹
27,매일카센타,(자동차정비/자동차정비),경기도 용인시 수지구 풍덕천1동 685-45,,,1350532045,6502,비가맹
28,지에스리테일(GS25수지송화점),(편의점/편의점),경기도 용인시 수지구 상현동 17-1번지,37.31227222,127.0911347,1420983900,5202,비가맹
29,(주)아인스코리아,(기타/기타),경기도 용인시 수지구 풍덕천동 1120-4번지,37.31660661,127.0881656,7618101229,5301,비가맹
30,대림아이디,(기타건축자재/기타건축자재),경기도 용인시 수지구 풍덕천동 743-2번지,37.32646127,127.102063,8156600368,3403,비가맹
31,아트타일,(기타건축자재/기타건축자재),경기도 용인시 수지구 상현동 832번지,37.3040072,127.0810352,3053766320,3403,비가맹
32,블랙홀호프,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 108-1번지 대진아파트,37.30866958,127.0765857,5773600381,2301,비가맹
33,돌핀짐(DolphinGym),(헬스클럽/헬스클럽),경기도 용인시 수지구 풍덕천동 707-4번지,37.32448983,127.094861,4162192258,8305,비가맹
34,양쌤학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 상현동 252번지,37.30608423,127.0846797,1149665076,7201,비가맹
35,수담수학전문학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 상현동 259번지,37.30737593,127.0854513,8149100955,7201,비가맹
36,풍덕매스피아학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 풍덕천동 1047-1번지,37.31994,127.0876621,1429000455,7201,비가맹
37,장앤박학습코칭학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 신봉동 33번지,37.32317795,127.0779942,7509300301,7201,비가맹
38,동양슈퍼,(슈퍼마켓.마트/슈퍼마켓.마트),경기도 용인시 수지구 풍덕천동 690번지,37.32887043,127.0921961,1420114784,5201,비가맹
39,뮤엠영어 광교상현점,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 상현동 1134번지 광교자이더클래스,37.29807662,127.0711276,6739802079,7213,비가맹
40,마마몽떼 수지성복,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 성복동 752번지 성동마을수지자이아파트,37.32166424,127.068172,4723901053,7213,비가맹
41,수지SK나이츠 농구교실,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 동천동 610-2번지,37.34332886,127.0644352,8380101468,7213,비가맹
42,아그레헤어,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 상현동 257-32번지,37.30825614,127.0845549,1111270279,1602,비가맹
43,헤어토픽,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 풍덕천1동 664 삼익아파트 상가-109,37.33295005,127.0963846,1080381031,1602,가맹
44,태후사랑죽전1호점,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 죽전동 1205-3번지,37.33150877,127.1212036,4522600351,1602,비가맹
45,더웰헤어,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 죽전동 465-1번지,37.32834801,127.1138035,1481200362,1602,비가맹
46,호치킨 죽전점,(치킨전문점/치킨전문점),경기도 용인시 수지구 죽전동 1190-5번지,37.33124948,127.1275488,2157500274,2309,비가맹
47,푸라닭용인풍덕천1호점,(치킨전문점/치킨전문점),경기도 용인시 수지구 풍덕천동 29-10번지,37.3268116,127.0963836,4711800982,2309,비가맹
48,그림그리는고양이미술교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 신봉동 43-3번지,37.3240163,127.0780121,6149798905,7213,비가맹
49,꿀꿀문방구,"(문구,사무용품/문구,사무용품)",경기도 용인시 수지구 신봉동 959번지 신봉마을용인신봉센트레빌1단지,37.32836884,127.0701767,5251302230,8102,비가맹
50,(주) 우리투어,(여행사/여행사),경기도 용인시 수지구 성복동 69-1번지,37.31250722,127.0784714,1428158708,6201,비가맹
51,소망헤어,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 상현동 838번지,37.30417061,127.0813615,8381800531,1602,비가맹
52,JK서울안과의원,(안과/안과),경기도 용인시 수지구 상현동 1131-6번지,37.29710658,127.0695987,7079500183,4207,비가맹
53,현내과,(내과/내과),경기도 용인시 수지구 성복동 89번지,37.31341877,127.0787936,1429037364,4202,비가맹
54,광교미소모아내과의원,(내과/내과),경기도 용인시 수지구 상현동 1117-7번지,37.296959,127.0686743,8966000031,4202,비가맹
55,메가엠지씨커피 수지신정마을점,(커피전문점/커피전문점),경기도 용인시 수지구 풍덕천동 1051-1번지,37.31921213,127.0883094,2182269806,2502,비가맹
56,리드인독서논술광교상현역점학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 상현동 1131-3번지,37.29767502,127.0697534,2279850010,7201,비가맹
57,에스플러스영어학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 신봉동 40-2번지,37.32362315,127.0764567,1609201887,7201,비가맹
58,수능플러스학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 풍덕천동 1051-1번지,37.31921213,127.0883094,1429041437,7201,비가맹
59,인생펍,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 1131-8번지,37.29656527,127.0694664,7730301016,2301,비가맹
60,카페피콜로(cafepiccol,(식음료(기타)/식음료(기타)),경기도 용인시 수지구 동천동 899번지,37.33825017,127.101696,1111900340,2310,비가맹
61,천석꾼,(식음료(기타)/식음료(기타)),경기도 용인시 수지구 동천동 935번지 한빛마을래미안이스트팰리스1단지,37.33693042,127.0874564,7967200049,2310,비가맹
62,쉘위스파,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 상현동 1220번지,37.30030383,127.0713407,1111462166,1701,비가맹
63,지오송지오(죽전),"(기타레저,스포츠용품/기타레저,스포츠용품)",경기도 용인시 수지구 죽전동 1003-53번지,37.32876178,127.1080559,5482300781,8105,비가맹
64,독도참치,(일식전문점/일식전문점),경기도 용인시 수지구 신봉동 39번지,37.32359036,127.0773711,1420242496,2303,비가맹
65,스시와쿠,(일식전문점/일식전문점),경기도 용인시 수지구 죽전동 1188-1번지,37.33195808,127.126439,2441901561,2303,비가맹
66,베스트조명,(기타건축자재/기타건축자재),경기도 용인시 수지구 상현동 851번지,37.30485094,127.0851379,6861201053,3403,비가맹
67,(주)우우,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 724-2번지,37.32216797,127.098598,6618703249,2301,비가맹
68,갈속집,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 325-478번지,37.33790245,127.0974983,3510501085,2301,가맹
69,서울소바,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 1091-9번지,37.32047618,127.0941376,2253200726,2301,비가맹
70,바다양푼이 동태탕 찜,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1175-7번지,37.33187355,127.1197117,1510201408,2301,비가맹
71,삼일차사랑,(세차장/세차장),경기도 용인시 수지구 풍덕천동 55번지,37.33064063,127.1011492,4142301056,6702,비가맹
72,더(THE)리듬음악학원,(예체능계열학원/예체능계열학원),경기도 용인시 수지구 성복동 278-1번지,37.31680607,127.0682562,3789401390,7205,비가맹
73,디어필립,(제과.제빵/제과.제빵),경기도 용인시 수지구 풍덕천동 1080-16번지,37.32173918,127.0944468,1420651635,2501,비가맹
74,뚜레쥬르 수지구청역점,(제과.제빵/제과.제빵),경기도 용인시 수지구 풍덕천동 1070-5번지,37.32244801,127.0934949,1312380044,2501,비가맹
75,씨투C2베이커리,(제과.제빵/제과.제빵),경기도 용인시 수지구 성복동 289-6번지,37.31779827,127.0684424,2623100543,2501,비가맹
76,니나 베이커리,(제과.제빵/제과.제빵),경기도 용인시 수지구 신봉동 1034번지 수지스카이뷰푸르지오,37.32653779,127.0698372,4630402532,2501,비가맹
77,호야 쪽갈비,(일반음식점/일반음식점),경기도 용인시 수지구 신봉동 973번지,37.32709397,127.0691003,6692101900,2301,비가맹
78,숲속의작은집,(일반음식점/일반음식점),경기도 용인시 수지구 신봉동 765번지,37.33352228,127.0430552,5710800599,2301,비가맹
79,신전떡볶이 수지동천점,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 282번지,37.33328155,127.0931657,6021496503,2301,가맹
80,잘만든치킨 굿킨,(치킨전문점/치킨전문점),경기도 용인시 수지구 풍덕천동 1049-1번지,37.31968797,127.0877651,1540603039,2309,비가맹
81,그린케어,(기타가정.주방용품/기타가정.주방용품),경기도 용인시 수지구 죽전동 465-1번지,37.32834801,127.1138035,8090501212,3302,비가맹
82,큐사랑 상현점,(기타가정.주방용품/기타가정.주방용품),경기도 용인시 수지구 상현동 850번지,37.307088,127.0855995,2781501533,3302,비가맹
83,인쌩맥주 용인성복역점,(일반음식점/일반음식점),경기도 용인시 수지구 성복동 89번지,37.31341877,127.0787936,2352700113,2301,비가맹
84,떳다치킨,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 108-1번지 대진아파트,37.30866958,127.0765857,1420349889,2301,비가맹
85,취향존중 연구소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 성복동 741번지 푸른마을푸르지오,37.31590655,127.0787797,8200602345,7213,비가맹
86,진쌤 수학교실,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 신봉동 1025번지 힐스테이트광교산,37.33352981,127.0690862,4369301554,7213,비가맹
87,꿈꾸는공방,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1245-6번지,37.32675095,127.1188684,7405500506,7213,비가맹
88,더좋은e해법수학앤셀파수학학원,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1190-1번지,37.33148042,127.126464,1099310414,7213,비가맹
89,용짜장,(중식전문점/중식전문점),경기도 용인시 수지구 죽전동 1175-9번지,37.33191974,127.1200614,7631600908,2302,비가맹
90,비타민야채가게,"(농산물,청과물/농산물,청과물)",경기도 용인시 수지구 성복동 409-1번지,37.31993867,127.0622001,7529600083,2104,비가맹
91,열쩡건어물,"(수산물,건어물/수산물,건어물)",경기도 용인시 수지구 죽전동 832-1번지 용인수지벽산타운2단지,37.33572988,127.1054572,2039977155,2103,비가맹
92,사롱메이드,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 728-9번지,37.32367246,127.098353,3781401156,2301,비가맹
93,일품족발,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 873-4번지,37.33566194,127.0933786,1420662414,2301,비가맹
94,응응스크르용인수지점,(편의점/편의점),경기도 용인시 수지구 동천동 864번지 수진마을써니밸리아파트 301(상가)동 1층 102호,37.33635739,127.0937812,4837400303,5202,비가맹
95,푸쉬파요가 스튜디오 평생교육원,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1176-3번지,37.33197752,127.1212125,3679801312,7213,비가맹
96,소루 에너지테라비,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 죽전동 1257-1번지,37.32718924,127.1178164,7682901464,1701,비가맹
97,라보빈,(침구및수예품/침구및수예품),경기도 용인시 수지구 신봉동 639번지,37.33355933,127.0527517,7623000099,1202,비가맹
98,(주) 와라,(시계.귀금속/시계.귀금속),경기도 용인시 수지구 죽전동 1189-2번지,37.33196177,127.1247571,1428158066,1402,비가맹
99,부자(BUJA)김밥,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 589-24번지,37.33330722,127.1115317,8240203431,2301,비가맹
100,피자먹다 죽전점,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1177-3번지,37.33195437,127.1224317,5153748841,2301,비가맹
101,동일동물병원,(동물병원/동물병원),경기도 용인시 수지구 동천동 946-4번지,37.33588699,127.0906794,1420838728,8115,비가맹
102,꿀떡곱창죽전점(주),(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1178-1번지,37.33224623,127.1235027,4778102100,2301,비가맹
103,장수찬,(기타식음료품/기타식음료품),경기도 용인시 수지구 풍덕천동 1075-1번지,37.3223773,127.0939016,8076800584,2105,비가맹
104,참두부집,(기타식음료품/기타식음료품),경기도 용인시 수지구 상현동 251 SR프라자 B1층 107호,,,1420341816,2105,비가맹
105,두부장수,(기타식음료품/기타식음료품),경기도 용인시 수지구 성복동 89번지,37.31341877,127.0787936,1429148612,2105,가맹
106,헤어망고(죽전점),(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 죽전동 484-4번지,37.32832333,127.114526,7680103605,1602,비가맹
107,지니살롱 수지 신봉점,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 신봉동 938-4번지,37.32947871,127.0704977,8211202510,1602,가맹
108,엘엔에이치(L&H),(일반의류/일반의류),경기도 용인시 수지구 상현동 257-22번지,37.30785998,127.0846813,1293184493,1106,비가맹
109,프리_덤콕,(일반의류/일반의류),경기도 용인시 수지구 성복동 33-1번지,37.31074141,127.0812686,6563500464,1106,비가맹
110,온피아노플레잉음악교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 신봉동 870번지 신봉마을엘지빌리지5차,37.32596094,127.072335,7599801374,7213,비가맹
111,민선생사회교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 700-1번지,37.32695281,127.0955024,2109567676,7213,비가맹
112,메이영어(May's English)학원,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1190-1번지,37.33148042,127.126464,8399701464,7213,비가맹
113,파리바게뜨죽전현대점,(제과.제빵/제과.제빵),경기도 용인시 수지구 죽전동 1191-3번지,37.33149406,127.1250755,7237600296,2501,비가맹
114,민재자전거(MJBIKE),(자전거/자전거),경기도 용인시 수지구 죽전동 1080-5번지,37.33021622,127.1117621,2272016463,8106,비가맹
115,우리손세차장,(세차장/세차장),경기도 용인시 수지구 성복동 515번지,37.31923293,127.0590553,5971102319,6702,비가맹
116,(주)에스제이비,(주차장.폐차장/주차장.폐차장),경기도 용인시 수지구 죽전동 1492번지 용인죽전효성해링턴플레이스,37.33124529,127.1094766,8858701283,6701,비가맹
117,카페실로,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1003-526번지,37.32963488,127.1049698,3463800286,2301,비가맹
118,이우자동차정비공업사,(자동차정비/자동차정비),경기도 용인시 수지구 죽전동 1253-2번지,37.32926893,127.1170383,1291234779,6502,비가맹
119,소리엘피아노교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 동천동 864번지 수진마을써니밸리아파트 301상가동 204호,37.33635739,127.0937812,3469400638,7213,비가맹
120,글샘국어논술교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 1183번지 정자뜰마을태영데시앙1차아파트,37.31510724,127.0821473,1829101522,7213,비가맹
121,아뜨리에미술교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 663-1번지,37.32969363,127.0930495,1429150665,7213,비가맹
122,참새분식,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 664번지,37.33295005,127.0963846,1420234977,2301,비가맹
123,카페만월경 수지초입마을점,(기타식음료품/기타식음료품),경기도 용인시 수지구 풍덕천동 664번지,37.33295005,127.0963846,4174301179,2105,비가맹
124,구돌씨커피,(기타식음료품/기타식음료품),경기도 용인시 수지구 신봉동 985번지 신봉마을동일하이빌3단지,37.32615765,127.0669385,2064863037,2105,가맹
125,몽실,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 풍덕천동 1209번지 e편한세상수지,37.31534654,127.0861185,1442800584,1602,비가맹
126,젬마,(일반의류/일반의류),경기도 용인시 수지구 상현1동 827 금호베스트빌상가 건물계단및 부속상가,,,1420143106,1106,비가맹
127,마담포라,(일반의류/일반의류),경기도 용인시 수지구 풍덕천동 1082-10번지,37.32130961,127.0953521,1420422062,1106,비가맹
128,풀잎린넨,(일반의류/일반의류),경기도 용인시 수지구 성복동 162-2번지,37.31547945,127.0752948,2054382924,1106,비가맹
129,커피올댓팩토리,(커피전문점/커피전문점),경기도 용인시 수지구 풍덕천동 1180번지,37.31519804,127.0953058,1420902678,2502,비가맹
130,현대프리모피아노교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 700-1번지,37.32695281,127.0955024,1429132008,7213,비가맹
131,아마빌레음악학원,(예체능계열학원/예체능계열학원),경기도 용인시 수지구 죽전동 488번지 죽전퍼스트하임,37.3293513,127.1146449,3079604410,7205,비가맹
132,우리맘정신건강의학과,(신경정신과/신경정신과),경기도 용인시 수지구 상현동 1131-6번지,37.29710658,127.0695987,8829100190,4203,비가맹
133,마디통신경과의원,(신경정신과/신경정신과),경기도 용인시 수지구 신봉동 23-1번지,37.3228803,127.0779394,5119656521,4203,비가맹
134,서울앤탑동물병원,(동물병원/동물병원),경기도 용인시 수지구 죽전동 1189-1번지,37.33196069,127.1244184,8860901333,8115,비가맹
135,길동석이비인후과,(기타의료업/기타의료업),경기도 용인시 수지구 풍덕천동 1080-6번지,37.32224518,127.0948053,1269606385,4211,비가맹
136,링키영어신봉힐스홈,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 신봉동 1025번지 힐스테이트광교산,37.33352981,127.0690862,2759101858,7213,비가맹
137,체크앤도트 용인,(아동.유아복/아동.유아복),경기도 용인시 수지구 성복동 168-10번지 성복역서희스타힐스,37.31568138,127.0712985,1870303270,1104,비가맹
138,몽트라슈,"(애완동물,용품(수족관)/애완동물,용품(수족관))",경기도 용인시 수지구 신봉동 945번지,37.32883508,127.0719801,4523700833,8111,비가맹
139,워리워리,"(애완동물,용품(수족관)/애완동물,용품(수족관))",경기도 용인시 수지구 성복동 33-1번지,37.31074141,127.0812686,2730402394,8111,비가맹
140,공간인테리어,(기타상품판매점/기타상품판매점),경기도 용인시 수지구 죽전동 1003-8 현암마을동성@제상가동제1층 102,37.32854062,127.1093213,1351293695,8112,비가맹
141,베스트영어학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 신봉동 964-1번지,37.32836951,127.0678853,6039413768,7201,비가맹
142,성원반찬,(식음료(기타)/식음료(기타)),경기도 용인시 수지구 상현동 30번지 성원상떼빌아파트 상가2동 비09호,37.31414382,127.0927948,2522101207,2310,비가맹
143,이마트24 광교우미뉴브점,(편의점/편의점),경기도 용인시 수지구 상현동 1220번지,37.30030383,127.0713407,2037726896,5202,비가맹
144,GS25 수지원희점,(편의점/편의점),경기도 용인시 수지구 상현동 254-14번지,37.30676003,127.0846083,1420751234,5202,비가맹
145,이안salon,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 동천동 938번지 한빛마을래미안이스트팰리스2단지,37.3357563,127.0893819,8760501435,1602,비가맹
146,SG미용실,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 풍덕천동 1093-1번지,37.32141971,127.093286,1140490930,1602,비가맹
147,망고잉글리시,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 1223번지 수지파크푸르지오,37.32676466,127.0984833,3399401885,7213,비가맹
148,진국어교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 상현동 1158-12번지,37.29664908,127.0802523,1429701808,7213,비가맹
149,와이지(YG)몰입형 스터디카페 용인죽전점,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1189-3번지,37.33198094,127.1251182,5112758974,7213,비가맹
150,(주)고기리5,(일반음식점/일반음식점),경기도 용인시 수지구 고기동 565-1번지,37.36104154,127.0384279,2568102217,2301,비가맹
151,땡스기빙(TthangsGiving),(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 683번지,37.33142596,127.1014837,6740901249,2301,비가맹
152,마미떡(수지구청역점),(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 711번지,37.32405109,127.0957211,4912301223,2301,비가맹
153,덕뽀리죽전점,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 484-14번지,37.32800818,127.1146292,1043950874,2301,비가맹
154,응응스크르 수지2호점,(편의점/편의점),경기도 용인시 수지구 동천동 282-7번지,37.33227252,127.0933178,2891501358,5202,비가맹
155,지에스25 용인수지고,(편의점/편의점),경기도 용인시 수지구 풍덕천동 663-1번지,37.32969363,127.0930495,4071195475,5202,비가맹
156,고씨4대명가,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 177-28번지,37.34239757,127.1020015,8616200359,2301,비가맹
157,이리식당,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 371,,,1352101464,2301,비가맹
158,고수찜닭,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1339-10번지,37.32444578,127.1252572,1420682064,2301,비가맹
159,(주) 뉴코어,(골프연습장/골프연습장),경기도 용인시 수지구 죽전동 876-6번지,37.33290038,127.1084295,3688103275,8309,비가맹
160,골프선수촌,(골프연습장/골프연습장),경기도 용인시 수지구 상현동 1119번지,37.29914085,127.0688085,1810402794,8309,비가맹
161,제이(J)스크린골프,(골프연습장/골프연습장),경기도 용인시 수지구 동천동 942-1번지,37.33757797,127.0922394,1437700288,8309,비가맹
162,PGA골프연습장,(골프연습장/골프연습장),경기도 용인시 수지구 풍덕천동 705-4번지,37.32516032,127.0958732,5670700308,8309,비가맹
163,래래차이니즈,(중식전문점/중식전문점),경기도 용인시 수지구 상현동 1117-7번지,37.296959,127.0686743,7812100521,2302,비가맹
164,연세바른신경외과의원,(신경정신과/신경정신과),경기도 용인시 수지구 성복동 74번지,37.31392771,127.0799644,6259300704,4203,비가맹
165,1357쭈꾸미전문,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1325-7번지,37.32335951,127.1238066,1420609398,2301,비가맹
166,벽오동,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 66-2번지,37.30946897,127.0859702,7473400220,2301,비가맹
167,노송가구씰리침대용인수지점,(가구판매점/가구판매점),경기도 용인시 수지구 동천동 387-6,37.33960874,127.0956378,1420352443,3301,비가맹
168,에이원카피,(판촉물.인쇄.복사/판촉물.인쇄.복사),경기도 용인시 수지구 죽전동 1335-3번지,37.32403058,127.1250787,1420909123,9402,비가맹
169,알파용인신봉점,"(문구,사무용품/문구,사무용품)",경기도 용인시 수지구 신봉동 31번지,37.32332889,127.07735,1282796970,8102,비가맹
170,요즘집밥,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 1220번지,37.30030383,127.0713407,2420402430,2301,비가맹
171,장호덕손만두,(일반음식점/일반음식점),경기도 용인시 수지구 신봉동 873번지 신봉마을엘지자이1차아파트,37.32581332,127.0789276,3331801641,2301,비가맹
172,토닥토닥,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 716-16번지,37.32444906,127.0987665,4322900659,2301,비가맹
173,가윤 인테리어,(기타전문서비스/기타전문서비스),경기도 용인시 수지구 상현동 850번지,37.307088,127.0855995,1420845267,9511,비가맹
174,해법에듀 용인지사,(기타서비스/기타서비스),경기도 용인시 수지구 동천동 873-4번지,37.33566194,127.0933786,1352089347,9602,비가맹
175,수지실버주야간보호센터,(기타서비스/기타서비스),경기도 용인시 수지구 신봉동 141-5번지,37.32765808,127.0730365,2258012427,9602,비가맹
176,버터살롱,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 932번지 한빛마을래미안이스트팰리스3단지,37.33465432,127.0887218,8242201595,2301,비가맹
177,누에바 파밀리아웨딩 뷔페,(뷔페/출장연회/뷔페/출장연회),경기도 용인시 수지구 신봉동 642-14번지,37.33343878,127.0518606,2901402025,2402,비가맹
178,준1대1PT헬스,(헬스클럽/헬스클럽),경기도 용인시 수지구 상현동 1번지 성복역리버파크,37.31386747,127.088474,3972800854,8305,비가맹
179,온유헬스케어,(헬스클럽/헬스클럽),경기도 용인시 수지구 동천동 935번지 한빛마을래미안이스트팰리스1단지,37.33693042,127.0874564,7230501989,8305,비가맹
