시군명,상호명,업종명(종목명),소재지지번주소,우편번호,위도,경도,사업자등록번호,업종코드,가맹점번호,휴폐업상태,현대카드_가맹여부
용인시,노아 한의원,(한의원/한의원),경기도 용인시 수지구 동천동 899번지,16827.0,37.33825017,127.101696,8689400540,4212,990407918,계속사업자,
용인시,참사랑어머니회 수지점,(기타서비스/기타서비스),경기도 용인시 수지구 상현동 96-1번지 풍산아파트상가동 2층 202-1호,16860.0,37.3101657,127.07906,5109404050,9602,995698933,계속사업자,
용인시,드림발달센터,(기타서비스/기타서비스),경기도 용인시 수지구 풍덕천동 1112번지 신정마을현대성우아파트,16843.0,37.3189657,127.0900263,8650801547,9602,906130910,계속사업자,
용인시,에쯔하임,(커피전문점/커피전문점),경기도 용인시 수지구 상현동 54-5번지,16928.0,37.30908988,127.0884097,6555400031,2502,976544932,계속사업자,
용인시,플라츠로스팅컴퍼니,(커피전문점/커피전문점),경기도 용인시 수지구 상현동 1158-11번지,16940.0,37.29662272,127.0804443,1333066162,2502,989836796,계속사업자,
용인시,포나인안경원(죽전점),(안경.광학제품/안경.광학제품),경기도 용인시 수지구 죽전동 1254-3번지,16873.0,37.32846913,127.1150106,1420378308,1403,8104496233,계속사업자,
용인시,크린토피아 동천동자이1단지점,(세탁업/세탁업),경기도 용인시 수지구 동천동 105-3번지 동천자이아파트 상가동 지1층 에이112호,16824.0,37.34608267,127.090974,2856200365,1301,995742871,계속사업자,
용인시,지유명차(동천점),(기타식음료품/기타식음료품),경기도 용인시 수지구 풍덕천동 681-6번지,16829.0,37.33124761,127.0993851,1141640879,2105,973347511,계속사업자,
용인시,엠 제이(M J)헤어,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 동천동 174-9번지,16825.0,37.34030483,127.0962324,1786500428,1602,907112685,계속사업자,
용인시,마농델리,(기타식음료품/기타식음료품),경기도 용인시 수지구 죽전동 1188-1번지,16876.0,37.33195808,127.126439,4391101557,2105,905424611,계속사업자,
용인시,투썸플레이스 성복점,(커피전문점/커피전문점),경기도 용인시 수지구 성복동 819번지 성복역롯데캐슬클라시엘,16856.0,37.31371999,127.0723028,8910801755,2502,906380184,계속사업자,
용인시,508세컨밀,(커피전문점/커피전문점),경기도 용인시 수지구 상현동 12번지,16929.0,37.31272029,127.0877805,5824600612,2502,907010723,계속사업자,
