시군명,상호명,업종명(종목명),소재지지번주소,우편번호,위도,경도,사업자등록번호,업종코드,가맹점번호,휴폐업상태,현대카드_가맹여부
용인시,아리발달센터,(기타서비스/기타서비스),경기도 용인시 수지구 동천동 121-3번지,16824.0,37.34539509,127.0928519,5112016301,9602,908388656,계속사업자,O
용인시,아이스박스 웰스톤점,(기타식음료품/기타식음료품),경기도 용인시 수지구 신봉동 925번지,16813.0,37.32798892,127.0747955,8020701476,2105,903255702,계속사업자,O
용인시,일단영어중고등영어전문학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 상현동 1117-2번지,16944.0,37.29805081,127.068984,5669801578,7201,919478728,계속사업자,O
용인시,삼성영어꽃메현대영어교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1304번지 꽃메마을현대홈타운4차3단지아파트 2층 201호 삼성영어 꽃메현대영어교습소,16899.0,37.32228788,127.1184959,4899200606,7213,991855586,계속사업자,O
용인시,마이아뜰리에미술교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 동천동 282-5번지,16821.0,37.33256088,127.0932937,1359115578,7213,929266096,계속사업자,O
용인시,엘필라테스,(기타취미.레저.스포츠/기타취미.레저.스포츠),경기도 용인시 수지구 죽전동 1174-1번지,16875.0,37.33176102,127.1183577,8124000563,8310,900578239,계속사업자,O
용인시,힐링의원,(내과/내과),경기도 용인시 수지구 성복동 89번지,16849.0,37.31341877,127.0787936,3072664074,4202,902076257,계속사업자,O
용인시,수학풍경학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 죽전동 1188-1번지,16876.0,37.33195808,127.126439,5549401669,7201,916638571,계속사업자,O
용인시,새생명약국,(약국/약국),경기도 용인시 수지구 신봉동 33번지,16815.0,37.32317795,127.0779942,4011353597,4402,922023073,계속사업자,O
용인시,오늘먹태,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 1116-3번지,16944.0,37.29744417,127.0682428,1245109430,2301,964957252,계속사업자,O
용인시,주네일,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 죽전동 915-3번지,16866.0,37.33512987,127.1093549,1420773878,1701,965231632,계속사업자,O
용인시,막창이네,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 3-4번지,16929.0,37.3141648,127.0884385,1314900676,2301,902019927,계속사업자,O
용인시,테라스9,(일반의류/일반의류),경기도 용인시 수지구 성복동 70-1번지,16849.0,37.31305001,127.0790213,4096200151,1106,983943333,계속사업자,X
용인시,수지열린요양원,(오양.보육.복지시설/오양.보육.복지시설),경기도 용인시 수지구 상현동 200번지,16859.0,37.30776849,127.0766697,3898001850,7301,904969103,계속사업자,O
용인시,시대영어학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 풍덕천동 1082-9번지,16841.0,37.32139139,127.0955435,3089405155,7201,920690287,계속사업자,O
용인시,광교수약국,(약국/약국),경기도 용인시 수지구 상현동 1131번지,16943.0,37.29838789,127.0699637,8015400032,4402,979796950,계속사업자,O
용인시,24시 무인카페 만월경 수지심곡점,(기타식음료품/기타식음료품),경기도 용인시 수지구 상현동 107-14번지,16859.0,37.3089315,127.0767309,4340103022,2105,918196867,계속사업자,O
용인시,촌,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 193-8번지,16923.0,37.3201471,127.0980783,1420786960,2301,965977770,계속사업자,O
용인시,타마시헤어(성복점),(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 성복동 129-1번지,16851.0,37.31589689,127.0735657,1362401492,1602,913274107,계속사업자,X
용인시,이보영스킨&스파,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 상현동 광교택지개발지구주23블럭1롯트SB타운307호,,,,1420760451,1701,964719785,계속사업자,O
용인시,이모든치과,(치과/치과),경기도 용인시 수지구 동천동 899번지,16827.0,37.33825017,127.101696,5039662492,4201,982607814,계속사업자,O
용인시,춘천닭갈비 봉평메밀막국수,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1176-1번지,16875.0,37.3319571,127.1204676,2494000881,2301,906612834,계속사업자,O
용인시,조일수에스테틱,(기타서비스/기타서비스),경기도 용인시 수지구 동천동 930번지 동천파크자이,16821.0,37.33198309,127.0904183,7450401508,9602,902318543,계속사업자,O
용인시,배달돼지 죽전점,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 474-2번지 동남아트빌라3차,16873.0,37.32707896,127.1143856,4643500773,2301,902714378,계속사업자,O
용인시,원할머니보쌈상현점,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 66-2번지,16929.0,37.30946897,127.0859702,1420751141,2301,964259691,계속사업자,O
용인시,국가대표한국체대드림태권도장,(무수도장 등(학원)/무수도장 등(학원)),경기도 용인시 수지구 성복동 139번지,16850.0,37.3157925,127.0746159,5849700212,7204,981652753,계속사업자,O
용인시,1인자감자탕,(일반음식점/일반음식점),경기도 용인시 수지구 풍덕천동 714-1번지,16837.0,37.32435274,127.0969498,1240326608,2301,957223878,계속사업자,O
용인시,키즈엔리딩 수지정평점,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 풍덕천동 1028번지 신정마을6단지아파트,16844.0,37.31833075,127.086294,2349102119,7213,921375805,계속사업자,O
용인시,죠스떡볶이바르다김선생수지동천점,(일반음식점/일반음식점),경기도 용인시 수지구 동천동 938번지 한빛마을래미안이스트팰리스2단지,16822.0,37.3357563,127.0893819,6946500347,2301,905528742,계속사업자,O
용인시,박성우영수전문학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 죽전동 1188-5번지,16876.0,37.33188953,127.1275682,1429042663,7201,8101053062,계속사업자,X
용인시,조아수학교습소,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 신봉동 954-10번지,16811.0,37.32931948,127.0688506,8969100641,7213,990928764,,O
용인시,씨유수지수진점,(편의점/편의점),경기도 용인시 수지구 죽전동 927번지,16866.0,37.334699,127.109899,1420588023,5202,956729693,계속사업자,O
용인시,한국체대신일태권도장,(무수도장 등(학원)/무수도장 등(학원)),경기도 용인시 수지구 신봉동 144번지,16814.0,37.32786703,127.0734868,8839200996,7204,995899408,계속사업자,O
용인시,점프스쿨 죽전센터,(기타교육.교습.학원/기타교육.교습.학원),경기도 용인시 수지구 죽전동 1188-1번지,16876.0,37.33195808,127.126439,8399501344,7213,907363064,계속사업자,O
용인시,BHC 치킨,(치킨전문점/치킨전문점),경기도 용인시 수지구 동천동 282-4번지,16821.0,37.33293848,127.0930095,2200241201,2309,953212461,,X
용인시,카페호코(cafe Hokko),(커피전문점/커피전문점),경기도 용인시 수지구 고기동 242-1번지,16800.0,37.35740546,127.0515714,3482801093,2502,907676275,계속사업자,X
용인시,벨리티네일스킨,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 풍덕천동 1080-6번지,16841.0,37.32224518,127.0948053,1420106402,1701,972019962,계속사업자,O
용인시,경희대신봉태권도,(무수도장 등(학원)/무수도장 등(학원)),경기도 용인시 수지구 신봉동 967번지,16811.0,37.32794718,127.0682489,6899200088,7204,977883388,계속사업자,O
용인시,루트엠고등학원,"(입시학원,보습학원/입시학원,보습학원)",경기도 용인시 수지구 풍덕천동 1082-6번지,16841.0,37.321688,127.0952936,7659001126,7201,900765661,계속사업자,O
용인시,속타는불짬뽕,(중식전문점/중식전문점),경기도 용인시 수지구 동천동 899번지,16827.0,37.33825017,127.101696,1920201845,2302,903676527,,O
용인시,경희인애한의원,(한의원/한의원),경기도 용인시 수지구 죽전동 1254-3번지,16873.0,37.32846913,127.1150106,1089031225,4212,945896256,계속사업자,O
용인시,인테리어하우스,(가구판매점/가구판매점),경기도 용인시 수지구 동천동 618-3번지,16802.0,37.34414857,127.0618451,1232598168,3301,953384344,계속사업자,O
용인시,드림디포(신봉점),"(문구,사무용품/문구,사무용품)",경기도 용인시 수지구 신봉동 33번지,16815.0,37.32317795,127.0779942,1420270842,8102,943178442,계속사업자,X
용인시,상록자이세탁,(세탁업/세탁업),경기도 용인시 수지구 상현동 1134번지 광교자이더클래스,16943.0,37.29807662,127.0711276,1420770677,1301,965088362,계속사업자,O
