시군명,상호명,업종명(종목명),소재지지번주소,우편번호,위도,경도,사업자등록번호,업종코드,가맹점번호,휴폐업상태,현대카드_가맹여부
용인시,JADE,(일반의류/일반의류),경기도 용인시 수지구 상현동 263번지,16930.0,37.3064742,127.0853547,5690700847,1106,987717436,계속사업자,X
용인시,지에스25 수지제일점,(편의점/편의점),경기도 용인시 수지구 동천동 371-5번지,16826.0,37.34039418,127.0986478,6432501736,5202,920725109,계속사업자,X
용인시,쉬즈맘케어,(인터넷상거래/인터넷상거래),경기도 용인시 수지구 상현동 354-1번지,16938.0,37.30303883,127.0748908,2123312470,5501,909325657,,X
용인시,해비데코,(커튼.카펫.수건/커튼.카펫.수건),경기도 용인시 수지구 성복동 819번지 성복역롯데캐슬클라시엘,16856.0,37.31371999,127.0723028,6774500266,1201,993072834,계속사업자,X
용인시,씨유 수지대진점,(편의점/편의점),경기도 용인시 수지구 상현동 108-1번지 대진아파트,16859.0,37.30866958,127.0765857,5552002016,5202,910440669,계속사업자,X
용인시,제우스스포츠,(예체능계열학원/예체능계열학원),경기도 용인시 수지구 동천동 487번지,16802.0,37.33822895,127.0824708,2671701425,7205,906305017,계속사업자,X
군포시,동성마트,슈퍼마켓.마트,경기도 용인시 수지구 죽전동 501번지 동성1차아파트 상가 1층 111호,16868.0,37.33020916,127.1096174,1233461800,5201,954288916,계속사업자,X
광주시,스프리스,(일반의류/일반의류),경기도 용인시 수지구 신봉동 933번지 1층,16812.0,37.33025579,127.0685405,6871800613,1106,987781267,계속사업자,X
용인시,아이올라네일,(피부.체형미관리/피부.체형미관리),경기도 용인시 수지구 풍덕천동 698-2번지,16838.0,37.32496287,127.0934927,3355500532,1701,909182884,계속사업자,X
용인시,지에스25 광교타운점,(편의점/편의점),경기도 용인시 수지구 상현동 1159-1번지,16940.0,37.29668418,127.0799813,5540202168,5202,906950044,계속사업자,X
용인시,라이프로제,(실내장식(인테리어)/실내장식(인테리어)),경기도 용인시 수지구 동천동 411번지,16824.0,37.33814986,127.0907913,1092041344,3405,993726397,계속사업자,X
용인시,뷰티풀매스(Beautiful,(화원.화초/화원.화초),경기도 용인시 수지구 동천동 105-3번지 동천자이아파트,16824.0,37.34588402,127.0908735,6089311598,8110,992734061,계속사업자,X
용인시,생태공방 자누리,(화장품/화장품),경기도 용인시 수지구 동천동 874-6번지,16828.0,37.33558758,127.0927242,1011446271,1501,914099529,계속사업자,X
용인시,성모마취통증의학과의원,(기타의료업/기타의료업),경기도 용인시 수지구 풍덕천동 1080-9번지,16841.0,37.32253617,127.0955487,1359050578,4211,916635964,,X
용인시,라밀,(기타식음료품/기타식음료품),경기도 용인시 수지구 성복동 33-1번지,16860.0,37.31074141,127.0812686,1381510618,2105,989206727,계속사업자,X
용인시,홀리앤졸리 도넛 커피 용인수지점,(일반음식점/일반음식점),경기도 용인시 수지구 상현동 259번지,16930.0,37.30737593,127.0854513,6610802978,2301,915338850,폐업자,X
용인시,예쁘다헤어,(미용실(두발전문)/미용실(두발전문)),경기도 용인시 수지구 동천동 884-3번지,16828.0,37.33335424,127.0959648,1523000628,1602,991507989,계속사업자,X
용인시,마켓팜스,"(농산물,청과물/농산물,청과물)",경기도 용인시 수지구 상현동 54-5번지,16928.0,37.30934112,127.0880811,4569801548,2104,908012140,,X
용인시,디엘린산후조리원주식회사,(산후조리원/산후조리원),경기도 용인시 수지구 성복동 598-8번지,16804.0,37.32000433,127.0508569,6408100073,4601,977570621,계속사업자,X
용인시,탐나는피자 수지점,(일반음식점/일반음식점),경기도 용인시 수지구 죽전동 1254-3번지,16873.0,37.32846913,127.1150106,4461901755,2301,917938269,,X
